書	章	節	簡體	我們	他們	和合本	裁決
詩篇	65	13	谷	穀	谷	谷	我們錯
詩篇	65	13	谷	谷	穀	穀	我們錯
詩篇	66	7	鉴	鑒	鑑	鑒	他們錯
詩篇	66	18	注	註	注	注	我們錯
詩篇	67	1	弦	弦	絃	弦	他們錯
詩篇	68	2	镕	镕	鎔	鎔	我們錯
詩篇	68	19	背	背	揹	背	他們錯
詩篇	68	21	发	髮	發	髮	他們錯
詩篇	69	3	困	困	睏	困	他們錯
詩篇	69	16	回	回	迴	回	他們錯
詩篇	69	32	苏	蘇	甦	甦	我們錯
詩篇	71	3	岩	巖	岩	巖	他們錯
詩篇	71	18	发	髮	發	髮	他們錯
詩篇	73	16	系	系	係	係	我們錯
詩篇	74	8	毁	毀	燬	毀	他們錯
詩篇	74	15	干	乾	幹	乾	他們錯
詩篇	74	23	哗	嘩	譁	嘩	他們錯
詩篇	76	1	弦	弦	絃	弦	他們錯
詩篇	77	12	念	念	唸	念	他們錯
詩篇	78	43	迹	跡	蹟	蹟	我們錯
詩篇	80	3	回	回	迴	回	他們錯
詩篇	80	7	回	回	迴	回	他們錯
詩篇	80	14	回	回	迴	回	他們錯
詩篇	80	19	回	回	迴	回	他們錯
詩篇	83	2	抬	擡	抬	抬	我們錯
詩篇	83	13	秸	稭	秸	秸	我們錯
詩篇	85	4	回	回	迴	回	他們錯
詩篇	89	36	恒	恒	恆	恆	我們錯
詩篇	89	43	卷	卷	捲	捲	我們錯
詩篇	90	5	冲	沖	衝	沖	他們錯
詩篇	91	12	托	托	託	托	他們錯
詩篇	97	11	布	布	佈	布	他們錯
詩篇	102	6	鸮	鸮	鴞	鴞	我們錯
詩篇	104	3	梁	梁	樑	梁	他們錯
詩篇	104	18	岩	巖	岩	巖	他們錯
詩篇	104	22	出	出	齣	出	他們錯
詩篇	104	26	游	遊	游	游	我們錯
詩篇	104	34	念	念	唸	念	他們錯
詩篇	105	13	游	遊	游	遊	他們錯
詩篇	105	27	迹	跡	蹟	蹟	我們錯
詩篇	105	31	虱	虱	蝨	虱	他們錯
詩篇	106	9	干	乾	幹	乾	他們錯
詩篇	106	18	毁	毀	燬	毀	他們錯
詩篇	107	5	饥	饑	飢	飢	我們錯
詩篇	107	9	饥	饑	飢	飢	我們錯
詩篇	107	34	碱	堿	鹼	鹼	我們錯
詩篇	107	36	饥	饑	飢	飢	我們錯
詩篇	110	7	抬	擡	抬	抬	我們錯
詩篇	112	9	舍	舍	捨	捨	我們錯
詩篇	113	7	抬	擡	抬	抬	我們錯
詩篇	135	9	迹	跡	蹟	蹟	我們錯
詩篇	139	1	鉴	鑒	鑑	鑒	他們錯
詩篇	139	23	鉴	鑒	鑑	鑒	他們錯
詩篇	143	4	凄	淒	悽	悽	我們錯
詩篇	143	5	念	念	唸	念	他們錯
詩篇	143	6	干	乾	干	乾	他們錯
詩篇	145	5	念	念	唸	念	他們錯
詩篇	146	7	饥	饑	飢	飢	我們錯
詩篇	147	18	出	出	齣	出	他們錯
詩篇	147	18	刮	刮	颳	颳	我們錯
詩篇	150	4	弦	弦	絃	弦	他們錯
路得記	1	1	恒	恒	恆	恆	我們錯
路得記	1	2	恒	恒	恆	恆	我們錯
路得記	1	8	娘	娘	孃	娘	他們錯
路得記	1	14	舍	舍	捨	捨	我們錯
路得記	1	19	恒	恒	恆	恆	我們錯
路得記	1	22	恒	恒	恆	恆	我們錯
路得記	2	4	恒	恒	恆	恆	我們錯
路得記	4	11	恒	恒	恆	恆	我們錯
雅歌	1	17	梁	梁	樑	樑	我們錯
雅歌	2	15	狸	貍	狸	狸	我們錯
雅歌	4	1	发	發	髮	髮	我們錯
雅歌	4	3	朱	朱	硃	朱	他們錯
雅歌	4	9	链	鏈	鍊	鍊	我們錯
雅歌	5	1	采	采	採	採	我們錯
雅歌	5	2	发	發	髮	髮	我們錯
雅歌	6	2	采	采	採	採	我們錯
雅歌	7	5	发	髮	發	髮	他們錯
雅歌	7	5	系	系	繫	繫	我們錯
雅歌	7	9	咽	咽	嚥	咽	他們錯
以賽亞書	1	7	毁	毀	燬	毀	他們錯
以賽亞書	1	18	朱	朱	硃	硃	我們錯
以賽亞書	1	31	毁	毀	燬	毀	他們錯
以賽亞書	2	21	岩	巖	岩	巖	他們錯
以賽亞書	3	16	珰	珰	璫	璫	我們錯
以賽亞書	3	24	系	系	繫	繫	我們錯
以賽亞書	5	10	谷	穀	谷	穀	他們錯
以賽亞書	5	13	饥	饑	飢	飢	我們錯
以賽亞書	5	24	秸	稭	秸	秸	我們錯
以賽亞書	6	10	回	回	迴	回	他們錯
以賽亞書	6	11	闲	閑	閒	閒	我們錯
以賽亞書	8	7	冲	沖	衝	沖	他們錯
以賽亞書	8	8	冲	沖	衝	沖	他們錯
以賽亞書	8	8	泛	泛	氾	氾	我們錯
以賽亞書	8	16	卷	卷	捲	捲	我們錯
以賽亞書	8	18	迹	跡	蹟	蹟	我們錯
以賽亞書	8	21	饥	饑	飢	飢	我們錯
以賽亞書	9	4	折	折	摺	折	他們錯
以賽亞書	9	20	饥	饑	飢	飢	我們錯
以賽亞書	10	28	仑	崙	侖	崙	他們錯
以賽亞書	13	10	出	出	齣	出	他們錯
以賽亞書	13	17	注	註	注	注	我們錯
以賽亞書	14	22	并	並	併	併	我們錯
以賽亞書	16	14	雇	雇	僱	雇	他們錯
以賽亞書	19	3	念	念	唸	念	他們錯
以賽亞書	20	3	迹	跡	蹟	蹟	我們錯
以賽亞書	21	2	凄	淒	悽	悽	我們錯
以賽亞書	21	10	谷	穀	谷	穀	他們錯
以賽亞書	21	16	雇	雇	僱	雇	他們錯
以賽亞書	22	2	哗	嘩	譁	嘩	他們錯
以賽亞書	22	21	系	系	繫	繫	我們錯
以賽亞書	25	4	困	困	睏	困	他們錯
以賽亞書	25	5	哗	嘩	譁	嘩	他們錯
以賽亞書	25	11	并	並	併	併	我們錯
以賽亞書	26	5	并	並	併	併	我們錯
以賽亞書	26	10	注	註	注	注	我們錯
以賽亞書	27	11	蒙	蒙	矇	蒙	他們錯
以賽亞書	28	4	注	註	注	注	我們錯
以賽亞書	28	17	冲	沖	衝	沖	他們錯
以賽亞書	29	6	并	並	併	並	他們錯
以賽亞書	29	8	饥	饑	飢	飢	我們錯
以賽亞書	29	18	蒙	蒙	濛	矇	都不是
以賽亞書	30	17	杆	桿	杆	杆	我們錯
以賽亞書	30	25	涌	湧	涌	湧	他們錯
以賽亞書	30	30	并	並	併	並	他們錯
以賽亞書	31	4	哗	嘩	譁	嘩	他們錯
以賽亞書	32	6	饥	饑	飢	飢	我們錯
以賽亞書	33	9	凋	雕	凋	凋	我們錯
以賽亞書	33	11	秸	稭	秸	秸	我們錯
以賽亞書	33	23	杆	桿	杆	杆	我們錯
以賽亞書	34	4	卷	卷	捲	捲	我們錯
以賽亞書	35	6	涌	湧	涌	湧	他們錯
以賽亞書	36	17	谷	穀	殼	穀	他們錯
以賽亞書	37	25	干	乾	幹	乾	他們錯
以賽亞書	38	9	愈	愈	癒	癒	我們錯
以賽亞書	38	12	卷	卷	捲	捲	我們錯
以賽亞書	38	14	困	困	睏	困	他們錯
以賽亞書	38	16	愈	愈	癒	癒	我們錯
以賽亞書	38	20	弦	弦	絃	弦	他們錯
以賽亞書	38	21	愈	愈	癒	癒	我們錯
以賽亞書	39	1	愈	愈	癒	癒	我們錯
以賽亞書	40	7	凋	雕	凋	凋	我們錯
以賽亞書	40	8	凋	雕	凋	凋	我們錯
以賽亞書	40	12	斗	鬥	斗	斗	我們錯
以賽亞書	40	24	秸	稭	秸	秸	我們錯
以賽亞書	40	28	困	困	睏	困	他們錯
以賽亞書	40	30	困	困	睏	困	他們錯
以賽亞書	40	31	困	困	睏	困	他們錯
以賽亞書	41	2	秸	稭	秸	秸	我們錯
以賽亞書	42	5	并	並	併	併	我們錯
以賽亞書	43	27	背	背	揹	背	他們錯
以賽亞書	44	2	仑	崙	侖	崙	他們錯
以賽亞書	44	12	饥	饑	飢	飢	我們錯
以賽亞書	44	27	干	乾	幹	乾	他們錯
以賽亞書	45	20	抬	擡	抬	抬	我們錯
以賽亞書	46	1	抬	擡	抬	抬	我們錯
以賽亞書	46	4	发	髮	發	髮	他們錯
以賽亞書	46	6	雇	雇	僱	雇	他們錯
以賽亞書	46	7	抬	擡	抬	抬	我們錯
以賽亞書	47	2	面	麵	面	麵	他們錯
以賽亞書	47	14	并	並	併	並	他們錯
以賽亞書	47	14	秸	稭	秸	秸	我們錯
以賽亞書	49	10	饥	饑	飢	飢	我們錯
以賽亞書	50	2	干	乾	幹	乾	他們錯
以賽亞書	52	11	抬	擡	抬	抬	我們錯
以賽亞書	53	4	背	背	揹	背	他們錯
以賽亞書	56	8	并	並	併	併	我們錯
以賽亞書	57	3	奸	奸	姦	姦	我們錯
以賽亞書	57	5	欲	欲	慾	慾	我們錯
以賽亞書	57	15	苏	蘇	甦	甦	我們錯
以賽亞書	58	7	饥	饑	飢	飢	我們錯
以賽亞書	58	9	并	並	併	並	他們錯
以賽亞書	58	10	饥	饑	飢	飢	我們錯
以賽亞書	59	19	冲	沖	衝	沖	他們錯
以賽亞書	65	13	饥	饑	飢	飢	我們錯
以賽亞書	66	6	哗	嘩	譁	嘩	他們錯
以賽亞書	66	19	迹	跡	蹟	蹟	我們錯
以賽亞書	66	24	背	背	揹	背	他們錯
耶利米書	2	8	背	背	揹	背	他們錯
耶利米書	2	22	碱	堿	鹼	鹼	我們錯
耶利米書	3	17	恶	惡	噁	惡	他們錯
耶利米書	4	30	朱	朱	硃	朱	他們錯
耶利米書	4	30	致	致	緻	緻	我們錯
耶利米書	5	7	奸	奸	姦	姦	我們錯
耶利米書	6	3	占	占	佔	佔	我們錯
耶利米書	6	29	毁	毀	燬	毀	他們錯
耶利米書	7	9	奸	奸	姦	姦	我們錯
耶利米書	7	14	为	為	我	為	他們錯
耶利米書	7	14	我	我	為	我	他們錯
耶利米書	7	18	后	後	后	后	我們錯
耶利米書	7	18	面	麵	面	麵	他們錯
耶利米書	7	24	恶	惡	噁	惡	他們錯
耶利米書	8	5	恒	恒	恆	恆	我們錯
耶利米書	8	15	愈	愈	癒	癒	我們錯
耶利米書	8	22	愈	愈	癒	癒	我們錯
耶利米書	9	2	奸	奸	姦	姦	我們錯
耶利米書	10	5	抬	擡	抬	抬	我們錯
耶利米書	11	8	恶	惡	噁	惡	他們錯
耶利米書	11	20	了	了	瞭	了	他們錯
耶利米書	12	14	占	占	佔	佔	我們錯
耶利米書	12	14	受	受	巡	受	他們錯
耶利米書	13	24	秸	稭	秸	秸	我們錯
耶利米書	13	27	奸	奸	姦	姦	我們錯
耶利米書	14	14	托	托	託	託	我們錯
耶利米書	14	15	托	托	託	託	我們錯
耶利米書	14	19	愈	愈	癒	癒	我們錯
耶利米書	15	18	愈	愈	癒	癒	我們錯
耶利米書	16	12	恶	惡	噁	惡	他們錯
耶利米書	17	1	钻	鉆	鑽	鑽	我們錯
耶利米書	17	6	碱	堿	鹼	鹼	我們錯
耶利米書	17	8	扎	紮	扎	扎	我們錯
耶利米書	17	10	鉴	鑒	鑑	鑒	他們錯
耶利米書	17	14	愈	愈	癒	癒	我們錯
耶利米書	17	27	毁	毀	燬	毀	他們錯
耶利米書	18	12	恶	惡	噁	惡	他們錯
耶利米書	18	14	干	乾	幹	乾	他們錯
耶利米書	20	12	了	了	瞭	了	他們錯
耶利米書	23	14	奸	奸	姦	姦	我們錯
耶利米書	23	25	托	托	託	託	我們錯
耶利米書	25	32	刮	刮	颳	颳	我們錯
耶利米書	26	9	托	托	託	託	我們錯
耶利米書	27	15	托	托	託	託	我們錯
耶利米書	28	2	折	折	摺	折	他們錯
耶利米書	29	9	托	托	託	託	我們錯
耶利米書	29	21	托	托	託	託	我們錯
耶利米書	29	23	托	托	託	託	我們錯
耶利米書	30	17	愈	愈	癒	癒	我們錯
耶利米書	31	18	回	回	迴	回	他們錯
耶利米書	31	21	回	回	迴	回	他們錯
耶利米書	32	19	注	註	注	注	我們錯
耶利米書	32	20	迹	跡	蹟	蹟	我們錯
耶利米書	32	21	迹	跡	蹟	蹟	我們錯
耶利米書	33	6	愈	愈	癒	癒	我們錯
耶利米書	33	8	背	背	揹	背	他們錯
耶利米書	33	22	斗	鬥	斗	斗	我們錯
耶利米書	34	15	回	回	迴	回	他們錯
耶利米書	36	15	念	念	唸	念	他們錯
耶利米書	36	23	念	念	唸	念	他們錯
耶利米書	36	32	卷	卷	捲	卷	他們錯
耶利米書	38	9	饥	饑	飢	飢	我們錯
耶利米書	38	23	后	後	后	后	我們錯
耶利米書	40	10	占	占	佔	佔	我們錯
耶利米書	41	17	恒	恒	恆	恆	我們錯
耶利米書	42	14	饥	饑	飢	飢	我們錯
耶利米書	44	9	后	後	后	后	我們錯
耶利米書	44	19	后	後	后	后	我們錯
耶利米書	45	3	困	困	睏	困	他們錯
耶利米書	46	15	冲	沖	衝	沖	他們錯
耶利米書	46	19	毁	毀	燬	毀	他們錯
耶利米書	46	21	雇	雇	僱	雇	他們錯
耶利米書	47	4	托	托	託	託	我們錯
耶利米書	48	12	坛	壇	罈	罈	我們錯
耶利米書	48	41	占	占	佔	佔	我們錯
耶利米書	50	11	谷	穀	谷	穀	他們錯
耶利米書	51	1	刮	刮	颳	颳	我們錯
耶利米書	51	7	杯	杯	盃	杯	他們錯
耶利米書	51	12	了	了	瞭	瞭	我們錯
耶利米書	51	25	岩	巖	岩	巖	他們錯
耶利米書	51	25	毁	毀	燬	毀	他們錯
耶利米書	51	32	占	占	佔	佔	我們錯
耶利米書	51	41	占	占	佔	佔	我們錯
耶利米書	51	58	困	困	睏	困	他們錯
耶利米書	51	64	困	困	睏	困	他們錯
耶利米書	52	31	抬	擡	抬	抬	我們錯
耶利米哀歌	1	13	克	克	剋	剋	我們錯
耶利米哀歌	2	3	毁	毀	燬	毀	他們錯
耶利米哀歌	2	12	谷	穀	谷	穀	他們錯
耶利米哀歌	3	16	蒙	蒙	矇	蒙	他們錯
耶利米哀歌	3	58	了	了	瞭	了	他們錯
耶利米哀歌	4	5	朱	朱	硃	朱	他們錯
耶利米哀歌	4	11	毁	毀	燬	毀	他們錯
耶利米哀歌	5	10	饥	饑	飢	飢	我們錯
耶利米哀歌	5	21	回	回	迴	回	他們錯
以西結書	2	3	背	背	揹	背	他們錯
以西結書	3	9	钻	鉆	鑽	鑽	我們錯
以西結書	7	24	占	占	佔	佔	我們錯
以西結書	12	6	蒙	蒙	矇	蒙	他們錯
以西結書	12	12	蒙	蒙	矇	蒙	他們錯
以西結書	13	4	狸	貍	狸	狸	我們錯
以西結書	15	8	干	干	幹	干	他們錯
以西結書	16	11	链	鏈	鍊	鍊	我們錯
以西結書	16	13	面	麵	麪	麵	他們錯
以西結書	16	16	彩	彩	綵	彩	他們錯
以西結書	16	19	面	麵	麪	麵	他們錯
以西結書	16	26	欲	欲	慾	慾	我們錯
以西結書	18	7	饥	饑	飢	飢	我們錯
以西結書	18	16	饥	饑	飢	飢	我們錯
以西結書	19	12	毁	毀	燬	毀	他們錯
以西結書	20	13	干	干	幹	干	他們錯
以西結書	21	3	并	並	併	併	我們錯
以西結書	21	21	签	簽	籤	籤	我們錯
以西結書	21	22	签	簽	籤	籤	我們錯
以西結書	22	20	镕	镕	鎔	鎔	我們錯
以西結書	22	21	镕	镕	鎔	鎔	我們錯
以西結書	22	22	镕	镕	鎔	鎔	我們錯
以西結書	23	8	欲	欲	慾	慾	我們錯
以西結書	23	15	系	系	繫	繫	我們錯
以西結書	23	44	苟	茍	苟	茍	他們錯
以西結書	23	44	苟	茍	苟	苟	我們錯
以西結書	24	6	锈	銹	鏽	鏽	我們錯
以西結書	24	11	锈	銹	鏽	鏽	我們錯
以西結書	24	11	镕	镕	鎔	鎔	我們錯
以西結書	24	12	锈	銹	鏽	鏽	我們錯
以西結書	24	17	吊	吊	弔	弔	我們錯
以西結書	24	19	系	系	係	係	我們錯
以西結書	24	22	吊	吊	弔	弔	我們錯
以西結書	27	5	杆	桿	杆	杆	我們錯
以西結書	27	23	干	干	幹	干	他們錯
以西結書	27	26	荡	蕩	盪	盪	我們錯
以西結書	31	15	凄	淒	悽	悽	我們錯
以西結書	32	2	冲	沖	衝	衝	我們錯
以西結書	32	6	游	遊	游	游	我們錯
以西結書	34	21	抵	抵	牴	牴	我們錯
以西結書	36	4	占	占	佔	佔	我們錯
以西結書	41	24	折	折	摺	摺	我們錯
以西結書	42	5	占	占	佔	佔	我們錯
以西結書	44	20	发	髮	發	髮	他們錯
以西結書	44	30	面	麵	面	麵	他們錯
以西結書	45	24	面	麵	麪	麵	他們錯
以西結書	46	5	面	麵	麪	麵	他們錯
以西結書	46	7	面	麵	麪	麵	他們錯
以西結書	46	11	面	麵	麪	麵	他們錯
以西結書	46	14	面	麵	麪	麵	他們錯
以西結書	47	16	干	干	幹	干	他們錯
但以理書	1	8	志	誌	志	志	我們錯
但以理書	1	14	准	準	准	准	我們錯
但以理書	2	23	准	準	准	准	我們錯
但以理書	2	40	克	克	剋	剋	我們錯
但以理書	2	48	抬	擡	抬	抬	我們錯
但以理書	3	22	抬	擡	抬	抬	我們錯
但以理書	3	28	舍	舍	捨	捨	我們錯
但以理書	4	2	迹	跡	蹟	蹟	我們錯
但以理書	4	3	迹	跡	蹟	蹟	我們錯
但以理書	5	2	后	後	后	后	我們錯
但以理書	5	3	后	後	后	后	我們錯
但以理書	5	7	链	鏈	鍊	鍊	我們錯
但以理書	5	16	链	鏈	鍊	鍊	我們錯
但以理書	5	23	后	後	后	后	我們錯
但以理書	5	29	链	鏈	鍊	鍊	我們錯
但以理書	6	23	系	系	繫	繫	我們錯
但以理書	6	27	迹	跡	蹟	蹟	我們錯
但以理書	8	4	抵	抵	牴	牴	我們錯
但以理書	8	7	抵	抵	牴	牴	我們錯
但以理書	9	26	冲	沖	衝	沖	他們錯
但以理書	10	4	里	裏	里	里	我們錯
但以理書	11	10	泛	泛	氾	氾	我們錯
但以理書	11	20	征	征	徵	征	他們錯
但以理書	11	22	冲	沖	衝	沖	他們錯
但以理書	11	26	冲	沖	衝	沖	他們錯
但以理書	11	40	泛	泛	氾	氾	我們錯
何西阿書	2	3	干	乾	干	乾	他們錯
何西阿書	4	2	奸	奸	姦	姦	我們錯
何西阿書	4	11	奸	奸	姦	姦	我們錯
何西阿書	6	2	苏	蘇	甦	甦	我們錯
何西阿書	7	4	面	麵	麪	麵	他們錯
何西阿書	7	13	背	背	揹	背	他們錯
何西阿書	9	14	干	乾	幹	乾	他們錯
何西阿書	10	11	谷	穀	谷	穀	他們錯
何西阿書	11	4	松	松	鬆	鬆	我們錯
何西阿書	11	8	舍	舍	捨	捨	我們錯
何西阿書	13	15	干	乾	幹	乾	他們錯
何西阿書	14	5	扎	紮	扎	扎	我們錯
約珥書	1	10	干	乾	幹	乾	他們錯
約珥書	1	17	谷	穀	谷	穀	他們錯
約珥書	2	5	秸	稭	秸	秸	我們錯
阿摩司書	5	26	抬	擡	抬	抬	我們錯
阿摩司書	6	5	闲	閑	閒	閑	他們錯
阿摩司書	7	12	糊	糊	餬	糊	他們錯
阿摩司書	8	5	斗	鬥	斗	斗	我們錯
阿摩司書	8	11	饥	饑	飢	飢	我們錯
阿摩司書	9	7	托	托	託	託	我們錯
阿摩司書	9	9	谷	穀	谷	穀	他們錯
俄巴底亞書	1	5	到	到	來	到	他們錯
俄巴底亞書	1	5	来	來	到	來	他們錯
俄巴底亞書	1	18	秸	稭	秸	秸	我們錯
約拿書	1	7	签	簽	籤	籤	我們錯
約拿書	1	12	抬	擡	抬	抬	我們錯
約拿書	1	15	抬	擡	抬	抬	我們錯
彌迦書	1	4	冲	沖	衝	沖	他們錯
彌迦書	1	7	雇	雇	僱	雇	他們錯
彌迦書	2	2	占	占	佔	佔	我們錯
彌迦書	2	12	哗	嘩	譁	嘩	他們錯
彌迦書	3	11	雇	雇	僱	雇	他們錯
彌迦書	5	2	恒	恒	恆	恆	我們錯
那鴻書	1	10	秸	稭	秸	秸	我們錯
那鴻書	2	3	朱	朱	硃	朱	他們錯
那鴻書	2	6	冲	沖	衝	沖	他們錯
那鴻書	3	17	出	出	齣	出	他們錯
哈巴谷書	1	6	占	占	佔	佔	我們錯
哈巴谷書	2	11	梁	梁	樑	樑	我們錯
哈巴谷書	3	5	症	癥	症	症	我們錯
哈巴谷書	3	10	泛	泛	氾	氾	我們錯
哈巴谷書	3	19	弦	弦	絃	弦	他們錯
西番雅書	2	13	干	乾	幹	乾	他們錯
哈該書	2	16	谷	穀	谷	穀	他們錯
哈該書	2	19	谷	穀	谷	穀	他們錯
撒迦利亞書	1	21	抬	擡	抬	抬	我們錯
撒迦利亞書	5	3	卷	卷	捲	卷	他們錯
撒迦利亞書	5	9	抬	擡	抬	抬	我們錯
撒迦利亞書	5	10	抬	擡	抬	抬	我們錯
撒迦利亞書	8	4	拐	拐	枴	柺	都不是
撒迦利亞書	8	10	雇	雇	僱	雇	他們錯
撒迦利亞書	12	10	扎	紮	扎	扎	我們錯
撒迦利亞書	13	3	托	托	託	託	我們錯
瑪拉基書	3	2	炼	煉	鍊	煉	他們錯
瑪拉基書	3	2	碱	堿	鹼	鹼	我們錯
瑪拉基書	4	1	秸	稭	秸	秸	我們錯
馬太福音	2	1	恒	恒	恆	恆	我們錯
馬太福音	2	5	恒	恒	恆	恆	我們錯
馬太福音	2	6	恒	恒	恆	恆	我們錯
馬太福音	2	8	恒	恒	恆	恆	我們錯
馬太福音	2	16	恒	恒	恆	恆	我們錯
馬太福音	4	6	托	托	託	托	他們錯
馬太福音	4	23	症	癥	症	症	我們錯
馬太福音	5	6	饥	饑	飢	飢	我們錯
馬太福音	5	27	奸	奸	姦	姦	我們錯
馬太福音	5	41	里	裏	里	里	我們錯
馬太福音	6	2	舍	舍	捨	捨	我們錯
馬太福音	6	2	面	麵	面	面	我們錯
馬太福音	6	3	舍	舍	捨	捨	我們錯
馬太福音	6	4	舍	舍	捨	捨	我們錯
馬太福音	6	7	复	復	複	複	我們錯
馬太福音	6	19	锈	銹	鏽	銹	他們錯
馬太福音	6	20	锈	銹	鏽	銹	他們錯
馬太福音	7	25	冲	沖	衝	沖	他們錯
馬太福音	7	27	冲	沖	衝	沖	他們錯
馬太福音	8	14	岳	嶽	岳	岳	我們錯
馬太福音	8	20	狸	貍	狸	狸	我們錯
馬太福音	9	2	抬	擡	抬	抬	我們錯
馬太福音	9	21	愈	愈	癒	癒	我們錯
馬太福音	9	22	愈	愈	癒	癒	我們錯
馬太福音	9	35	症	癥	症	症	我們錯
馬太福音	10	1	症	癥	症	症	我們錯
馬太福音	10	8	舍	舍	捨	捨	我們錯
馬太福音	10	10	拐	拐	枴	柺	都不是
馬太福音	10	38	背	背	揹	背	他們錯
馬太福音	12	3	饥	饑	飢	飢	我們錯
馬太福音	12	29	具	具	俱	具	他們錯
馬太福音	12	29	家	家	傢	家	他們錯
馬太福音	12	36	闲	閑	閒	閒	我們錯
馬太福音	12	38	迹	跡	蹟	蹟	我們錯
馬太福音	12	39	迹	跡	蹟	蹟	我們錯
馬太福音	12	44	闲	閑	閒	閒	我們錯
馬太福音	13	15	回	回	迴	回	他們錯
馬太福音	13	33	面	麵	面	麵	他們錯
馬太福音	15	19	奸	奸	姦	姦	我們錯
馬太福音	15	19	苟	茍	苟	苟	我們錯
馬太福音	15	31	愈	愈	癒	癒	我們錯
馬太福音	15	32	困	困	睏	困	他們錯
馬太福音	16	1	迹	跡	蹟	蹟	我們錯
馬太福音	16	3	迹	跡	蹟	蹟	我們錯
馬太福音	16	4	迹	跡	蹟	蹟	我們錯
馬太福音	16	24	舍	舍	捨	捨	我們錯
馬太福音	17	18	愈	愈	癒	癒	我們錯
馬太福音	17	25	征	征	徵	征	他們錯
馬太福音	18	3	回	回	迴	回	他們錯
馬太福音	19	18	奸	奸	姦	姦	我們錯
馬太福音	20	1	雇	雇	僱	雇	他們錯
馬太福音	20	3	闲	閑	閒	閒	我們錯
馬太福音	20	6	闲	閑	閒	閒	我們錯
馬太福音	20	7	雇	雇	僱	雇	他們錯
馬太福音	20	9	雇	雇	僱	雇	他們錯
馬太福音	20	10	雇	雇	僱	雇	他們錯
馬太福音	21	38	占	占	佔	佔	我們錯
馬太福音	22	7	毁	毀	燬	燬	我們錯
馬太福音	22	37	尽	盡	儘	盡	他們錯
馬太福音	24	24	迹	跡	蹟	蹟	我們錯
馬太福音	24	39	冲	沖	衝	沖	他們錯
馬太福音	26	43	困	困	睏	困	他們錯
馬太福音	27	28	朱	朱	硃	朱	他們錯
馬太福音	27	32	背	背	揹	背	他們錯
馬太福音	27	34	尝	嘗	嚐	嘗	他們錯
馬可福音	1	20	雇	雇	僱	雇	他們錯
馬可福音	1	29	出	出	齣	出	他們錯
馬可福音	1	30	岳	嶽	岳	岳	我們錯
馬可福音	2	3	抬	擡	抬	抬	我們錯
馬可福音	2	25	饥	饑	飢	飢	我們錯
馬可福音	3	27	具	具	俱	具	他們錯
馬可福音	3	27	家	家	傢	家	他們錯
馬可福音	4	12	回	回	迴	回	他們錯
馬可福音	4	19	欲	欲	慾	慾	我們錯
馬可福音	4	29	谷	穀	谷	穀	他們錯
馬可福音	5	23	愈	愈	癒	癒	我們錯
馬可福音	5	28	愈	愈	癒	癒	我們錯
馬可福音	5	29	干	乾	幹	乾	他們錯
馬可福音	5	34	愈	愈	癒	癒	我們錯
馬可福音	6	8	拐	拐	枴	柺	都不是
馬可福音	6	55	抬	擡	抬	抬	我們錯
馬可福音	7	21	苟	茍	苟	苟	我們錯
馬可福音	7	22	奸	奸	姦	姦	我們錯
馬可福音	8	3	困	困	睏	困	他們錯
馬可福音	8	11	迹	跡	蹟	蹟	我們錯
馬可福音	8	12	迹	跡	蹟	蹟	我們錯
馬可福音	8	24	抬	擡	抬	抬	我們錯
馬可福音	8	34	舍	舍	捨	捨	我們錯
馬可福音	9	49	腌	腌	醃	醃	我們錯
馬可福音	10	19	奸	奸	姦	姦	我們錯
馬可福音	13	22	迹	跡	蹟	蹟	我們錯
馬可福音	14	40	困	困	睏	困	他們錯
馬可福音	15	21	背	背	揹	背	他們錯
馬可福音	16	4	抬	擡	抬	抬	我們錯
馬可福音	16	17	迹	跡	蹟	蹟	我們錯
馬可福音	16	20	迹	跡	蹟	蹟	我們錯
路加福音	1	9	签	簽	籤	籤	我們錯
路加福音	1	16	回	回	迴	回	他們錯
路加福音	1	53	饥	饑	飢	飢	我們錯
路加福音	1	58	里	裏	里	里	我們錯
路加福音	2	2	里	裏	里	里	我們錯
路加福音	2	4	恒	恒	恆	恆	我們錯
路加福音	2	8	恒	恒	恆	恆	我們錯
路加福音	2	15	升	升	昇	升	他們錯
路加福音	2	15	恒	恒	恆	恆	我們錯
路加福音	4	11	托	托	託	托	他們錯
路加福音	4	20	卷	卷	捲	捲	我們錯
路加福音	4	38	岳	嶽	岳	岳	我們錯
路加福音	5	18	抬	擡	抬	抬	我們錯
路加福音	5	19	抬	擡	抬	抬	我們錯
路加福音	6	3	饥	饑	飢	飢	我們錯
路加福音	6	21	饥	饑	飢	飢	我們錯
路加福音	6	25	饥	饑	飢	飢	我們錯
路加福音	6	38	斗	鬥	斗	斗	我們錯
路加福音	6	48	冲	沖	衝	沖	他們錯
路加福音	6	49	冲	沖	衝	沖	他們錯
路加福音	7	3	托	托	託	託	我們錯
路加福音	7	10	托	托	託	託	我們錯
路加福音	7	12	抬	擡	抬	抬	我們錯
路加福音	7	14	抬	擡	抬	抬	我們錯
路加福音	7	14	杠	杠	槓	槓	我們錯
路加福音	9	3	拐	拐	枴	柺	都不是
路加福音	9	7	游	遊	游	游	我們錯
路加福音	9	23	舍	舍	捨	捨	我們錯
路加福音	9	58	狸	貍	狸	狸	我們錯
